Molecular,row.ID,row.m.z,row.retention.time,DC_1.Peak.area,DC_2.Peak.area,DC_3.Peak.area,DC_4.Peak.area,DC_5.Peak.area,DC_6.Peak.area,DE_1.Peak.area,DE_2.Peak.area,DE_3.Peak.area,DE_4.Peak.area,DE_5.Peak.area,DE_6.Peak.area,RC_1.Peak.area,RC_2.Peak.area,RC_3.Peak.area,RC_4.Peak.area,RC_5.Peak.area,RC_6.Peak.area,RE_1.Peak.area,RE_2.Peak.area,RE_3.Peak.area,RE_4.Peak.area,RE_5.Peak.area,RE_6.Peak.area,U_1.Peak.area,U_2.Peak.area,U_3.Peak.area,U_4.Peak.area,U_5.Peak.area,U_6.Peak.area,NA.,ID_Ranked,Intensity_Ranked,Class_At_Max_Intensity,Adduct_At_Max_Intensity,Only_One_Class,Molecular,Adducts Confirmed by MS/MS
PG(34:2),36,764.5426019,14.75383333,15929725.99,15702135.33,13310873.52,16150172.23,15300034.49,13694793.48,15078335.85,14356112.1,15961367.13,15803398.62,15061939.73,17974359.23,14190692.44,14960435.06,14654351.99,15342004.58,15053355.79,15766541.47,16470350.26,16902106.63,16432764.14,15737256.84,15416259.05,15639036.15,0,0,0,0,0,0,NA,3_PG(34:2)+NH4,749974.1,PG,[M+NH4]+,Yes,PG(34:2),[M+NH4]+
PG(36:1),418,794.5900673,16.5455,34339706.6,43732282.51,29987989.95,47062562.08,35227196.64,31843232.2,39004907.87,35146668,37821197.67,34158542.47,41059963.39,38030078.71,37773472.88,36660264.94,40997777.51,41602700.52,36555205.72,35910893.99,35470956.18,38943012.18,41237763.97,42610317.1,34594874.5,39316517.36,22176514.2,25984155.11,27493532.74,28731054.77,23034659,23577742.11,NA,3_PG(36:1)+NH4,478910.3,PG,[M+NH4]+,Yes,PG(36:1),[M+NH4]+
PG(36:4),49,788.5427514,14.29895,10714994.58,11141858.6,6935497.724,9047910.057,9850076.207,9622803.896,10735021.98,9903884.763,10393915.62,9496442.497,7543320.403,11780283.81,4984491.417,6447908.894,4926873.671,9332955.776,7489434.517,9216388.276,10249533.2,10096245.7,10997929.7,11582110.42,11566974.24,9878584.168,0,0,0,0,0,0,NA,3_PG(36:4)+NH4,519010.1,PG,[M+NH4]+,Yes,PG(36:4),[M+NH4]+
PI(34:1),42,854.5742213,15.09461667,14630219.44,15072862.44,7925081.762,14816014.28,14164212.09,13681810.08,13011933.66,13102974.94,11592192.77,10922237.49,10980640.32,12841900.03,12244016.03,14463525.06,13641449.18,15469209.11,16765358.89,15512923.77,15219010.95,13523915.93,13546847.98,11896609.91,9093029.208,13564807.39,0,0,0,0,0,0,NA,3_PI(34:1)+NH4,541557.6,PI,[M+NH4]+,Yes,PI(34:1),[M+NH4]+
PI(36:1),1,882.6055432,16.19068333,157718129.1,145701827.3,63768897.96,144328968.5,138074778.6,123354981.5,125047266.9,105751949,107402317.2,102279201.7,106689601.4,129741079.5,139895820.9,146650062.2,131921788.8,139600371.1,162983405.5,143824402.9,132600534.1,117351670,110697007,98281666.21,84735624.14,116604926.8,0,0,0,0,0,0,NA,3_PI(36:1)+NH4,1142743,PI,[M+NH4]+,Yes,PI(36:1),[M+NH4]+
PI(36:2),222,880.5898828,15.49595,27052436.79,20032558.87,9953771.984,22585166.13,22054160.96,17685178.47,24445765.53,18984166.12,17876957.24,19102575.33,18760636.96,16562256.77,23061025.75,20849538.8,21231326.57,24466769.93,25814493.45,25146090.83,24546223.81,18077317.71,19696202.32,18820868.38,13094281.5,18409079.01,604798.4834,231929.6029,43149.89811,382847.8078,52028.68664,260805.2198,NA,3_PI(36:2)+NH4,1905314,PI,[M+NH4]+,Yes,PI(36:2),[M+NH4]+
PS(36:3),586,786.5268617,14.93511667,26020448.62,20605011.52,11125922.69,21410570.49,15800519.72,21635303.71,32254302.81,22035407.98,29418609.21,20838028.43,19887665,24743801.88,14212116.29,16865473.59,12334871.51,19875349.81,23847489.83,23070727.91,36130341.45,31566124.99,25889762.27,22623526.49,25478043.29,34082858.56,0,1659851.341,0,428605.4642,582929.1786,634259.1448,NA,3_PS(36:3)+H,459611.9,PS,[M+H]+,Yes,PS(36:3),[M+H]+
PS(40:6),151,834.5276249,15.42328333,2382448.977,1557506.445,769787.6181,1361968.156,1290614.221,2080696.151,2191601.586,1409414.484,2170720.995,1482409.728,1221133.197,2171376.346,622177.9145,1151891.82,627444.3165,1420975.169,1815674.197,1338117.959,2801568.911,2178097.433,1694833.76,1844807.789,1805805.473,2714675.042,23594953.78,19439680.89,8958015.117,21149078.92,12026639.65,17925203.54,NA,3_PS(40:6)-H,165182.41,PS,[M-H]-,Yes,PS(40:6),[M-H]-|[M+H]+
Cer-NS(d18:1/24:1),53,692.6174487,19.59593333,3396460.596,2207141.267,2916923.573,2506645.635,1824524.097,2110659.005,2637355.392,2407881.665,2132605.521,1702525.8,1952448.213,2684073.939,2319536.741,3369701.214,2783646.238,2650695.248,2908128.246,2925318.48,2564757.782,1642141.011,2208329.846,1839399.53,1662053.582,2329940.557,41802899.42,40579804.87,40586807.96,41681205.32,46922290.58,36211968.61,NA,1_Cer-NS(d18:1/24:1)+HCO2,146001.23,Cer-NS,[M+HCO2]-,Yes,Cer-NS(d18:1/24:1),[M+HCO2]-
CL(18:1_18:1_18:1_20:4),88,738.50563,15.74111667,31271151.04,24685263.09,23703704.88,26016391.57,23970087.21,28074237.18,25811263.98,26433778.89,28435452.13,25199700.68,24913724.93,30983372.16,17068241.81,21845548.17,18517896.06,24201628.84,24387245.72,24727148.79,27428776.86,24731962.6,24979903.3,24648124.01,24796508.44,24562997.99,5171900.455,5049061.294,5287330.339,5031072.168,5050395.824,4805816.043,NA,1_CL(18:1_18:1_18:1_20:4)-2H | 1_PE(18:1_18:3)-H,167854.8 | 158100.39,CL,[M-2H]2-,No,CL(18:1_18:1_18:1_20:4),[M-2H]2-
acylPG(16:0_18:1_18:2),4,1009.744311,19.84278333,12408416.72,10531719.58,10891467.21,11344780.14,10427865.57,10915288.99,7763109.135,7141367.734,7666068.173,7370585.921,7541223.027,7732308.676,10926186.79,11833207.2,11118832.77,10991767.14,12003321.93,11527531.02,9163307.315,7711933.276,7631706.677,6996094.447,7500111.404,7208743.782,0,0,0,0,0,0,NA,1_acylPG(16:0_18:1_18:2)-H | 1_acylPG(16:0_18:2_18:1)-H | 1_acylPG(18:1_18:2_16:0)-H,881299.9 | 881299.9 | 881299.9,acylPG,[M-H]-,Yes,acylPG(16:0_18:1_18:2),[M-H]-
acylPG(16:0_18:1_18:1),35,1011.759949,20.1922,37136958.69,31587444.2,34141151.27,35575236.69,31782836.42,31532282.4,22590354.69,21474336.11,22283363.1,21749741.2,21950606.58,24179213.71,35542449.56,37395183.08,35708011.75,33706236.43,36730011.27,35205562.58,25790178.23,23439851.26,22420652.82,20786872.19,22536216.93,21985690.17,472764.6879,860798.1997,591548.9316,977302.5534,767561.9429,401861.6897,NA,1_acylPG(16:0_18:1_18:1)-H | 1_acylPG(18:1_18:1_16:0)-H,887135.3 | 887135.3,acylPG,[M-H]-,Yes,acylPG(16:0_18:1_18:1),[M-H]-
acylPG(16:0_18:0_18:1),37,1013.775549,20.62068333,27706583.32,23930317.7,25497048.16,26473873.2,23082376.97,24355353.89,18066750.74,17193704.28,17525459.52,17326184.99,17042790.34,19684363.01,26899156.06,27665884.56,25909895.52,25234749.41,26409461.95,25589605.25,19479768.58,17550618.16,17972641.8,16378152.17,17493682.63,16421512.11,692053.8817,620217.0897,423620.4546,630015.592,909708.0056,614137.8721,NA,1_acylPG(16:0_18:0_18:1)-H | 1_acylPG(16:0_18:1_18:0)-H | 1_acylPG(18:0_18:1_16:0)-H,1162705.3 | 1162705.3 | 1162705.3,acylPG,[M-H]-,Yes,acylPG(16:0_18:0_18:1),[M-H]-
acylPG(16:0_16:0_18:1),38,985.7442506,20.11095,36875328.53,32171823.47,32882145.07,35103070.67,31419610.77,32260942.03,24047280.07,21385466.11,23794489.83,22651145.35,22814949.06,24292726.63,35148115.17,36545465.19,36140048.43,35142579.02,36766316.32,35976420.83,27569726.61,25183511.61,23724330.31,20658596.01,22904435.5,21932270.76,916097.4313,980224.6453,905259.1598,655432.1093,1028059.168,878477.3727,NA,1_acylPG(16:0_16:0_18:1)-H | 1_acylPG(16:0_18:1_16:0)-H,1373952.4 | 1373952.4,acylPG,[M-H]-,Yes,acylPG(16:0_16:0_18:1),[M-H]-
acylPG(18:0_18:1_18:1),5,1039.790937,20.70238333,10571217.89,8944159.723,9542691.016,9794753.193,8573389.257,8970290.496,6891478.786,6546663.86,6938816.318,6630445.37,6688325.893,7419444.809,9871309.357,10328514.54,10049138.91,9331128.319,10069290.37,9214534.823,7510992.936,6563681.198,7130793.674,5991582.337,6987825.446,6434996.435,0,0,0,0,0,0,NA,1_acylPG(18:0_18:1_18:1)-H | 1_acylPG(18:1_18:1_18:0)-H,907310.7 | 907310.7,acylPG,[M-H]-,Yes,acylPG(18:0_18:1_18:1),[M-H]-
PC(14:0_18:1),65,776.542089,15.30468333,76281387.67,64738141.75,71261441.4,69429755.24,62473702.97,66386760.31,68053541.37,61704989.72,67781369.42,58337252.38,58793468.38,70526940.65,71434554.34,77432232.38,73584031.43,70412163.59,78888101.74,73623870.66,65111032.89,65419000.9,67687703.28,59830245.12,67001654.67,60810146.66,4863549.118,5224025.938,4808601.843,5415678.218,5814446.852,4435633.798,NA,1_PC(14:0_18:1)+HCO2 | 1_PC(16:0_16:1)+HCO2,641544.07 | 322631.5,PC,[M+HCO2]-,Yes,PC(14:0_18:1),[M+HCO2]-
PC(14:0_16:0),69,750.526519,15.00236667,16012819.25,13946677.49,14732896.1,14555476.12,13056812.97,14210937.75,14551959.35,13271781.09,14777258.87,12995117.46,12722622.08,14661624.61,15273947.19,16239520.01,15526277.87,14510109.49,16544709.2,16310445.2,13816688.06,14525592.7,14270386.09,13136130.58,14448815.29,13169440.87,815026.8057,898734.5267,1179226.292,1229196.475,1648812.498,939946.5188,NA,1_PC(14:0_16:0)+HCO2,461307.64,PC,[M+HCO2]-,Yes,PC(14:0_16:0),[M+HCO2]-
PC(16:0_18:1),103,804.5735366,16.41638333,994685838.2,941627105.3,1010293656,957248200,903253829.9,946326640.7,964610446.2,941856312.4,997332621.9,922676305.7,916046427.9,950252885.2,987594859.4,1016300218,1001928857,936944613.9,993002648.6,984735567.4,949296069.9,948222193.5,943853482.9,893489565.7,966550531.9,894332024.2,325335861.7,329349239.3,325511297,326995875.7,361482150.7,297593969.4,NA,1_PC(16:0_18:1)+HCO2,3359586.7,PC,[M+HCO2]-,Yes,PC(16:0_18:1),[M+HCO2]-
PC(16:0_17:0),119,792.5737445,16.71416667,14962052.71,12561442.26,14384484.7,13991274.54,12004835.72,13187761.43,13703835.88,12713167.97,14239457.45,11606385.21,12346201.92,14346200.17,14370059.58,14755232.39,14861921.28,13890506.66,15026191.54,14654000.25,12868713.92,13710969.73,13773451.58,11478284.35,12651211.98,12615100.56,207118.9692,220845.6492,331153.536,339388.8759,25736.56196,310900.8017,NA,1_PC(16:0_17:0)+HCO2 | 1_PC(15:0_18:0)+HCO2,458236.88 | 128816.46,PC,[M+HCO2]-,Yes,PC(16:0_17:0),[M+HCO2]-
PC(16:0_20:5),127,824.5423102,15.00236667,17134698.63,14723099.02,12116437.49,12764454.09,12239977.77,15656567.99,16519377.32,14450432.39,16391561.9,13947473.65,14229487.17,16153137.03,7581190.196,9538847.151,6947754.506,12226673.07,10888008.2,12876466.4,13453389.4,11676752.12,13089366.64,12238680.79,13792167.84,12960022,3374054.427,2854459.838,3081800.111,2966339.96,4584256.76,2678609.598,NA,1_PC(16:0_20:5)+HCO2,286219.1,PC,[M+HCO2]-,Yes,PC(16:0_20:5),[M+HCO2]-
PC(16:0_22:6),181,850.5564297,15.52291667,7404084.48,6026822.244,3858894.558,4726956.365,4098717.124,4319539.757,6361357.977,6655107.415,7289814.065,5010167.759,5495366.092,6043405.248,2298299.54,2635768.762,1729015.159,4026174.354,3742332.447,3916207.071,4719750.187,3840715.836,4408254.873,3563384.919,3819730,4263215.446,11056068.51,11085117.98,9983920.189,11781355.77,11538164.03,10176835.63,NA,1_PC(16:0_22:6)+HCO2,116115.85,PC,[M+HCO2]-,Yes,PC(16:0_22:6),[M+HCO2]-
PC(17:0_18:1),77,818.5891766,16.93361667,62997661.31,52511218.68,59174615.29,58316439.03,52275097.04,53751221.6,56855251.5,51540307.32,56420894.42,50318863.95,49513985.46,57307420.35,58293643.45,61770200.28,57323391.63,56050945.79,62108848.3,60732504.09,54308310.89,53240767.19,54573836.26,49044028.39,53279732.06,49951258.92,6675626.114,7005208.153,6735457.475,7437325.167,7382799.716,5987658.334,NA,1_PC(17:0_18:1)+HCO2 | 1_PC(17:1_18:0)+HCO2,2737310.74 | 760586.81,PC,[M+HCO2]-,Yes,PC(17:0_18:1),[M+HCO2]-
PC(17:0_18:2),140,816.5735605,16.23731667,13122291.67,10172603.34,12253744.07,13008897.93,10313760.3,11737050.24,11849957.7,10305456.6,12122917.3,9595553.407,10064147.61,12609529.15,12123671.44,12058556.68,11645142.66,11742416.67,11565866.34,11479839.33,10848579.01,9952683.424,11573732.35,9928347.161,10670625.98,10515170.41,3182176.699,3026716.627,4465783.465,4887688.48,5644142.945,4003861.886,NA,1_PC(17:0_18:2)+HCO2 | 1_PC(17:1_18:1)+HCO2,284491.66 | 156020,PC,[M+HCO2]-,Yes,PC(17:0_18:2),[M+HCO2]-
PC(18:0_18:0),64,834.6207498,18.08198333,7456834.187,5783147.853,6662196.908,6205029.621,5678060.651,5848959.087,6861127.71,5665313.991,6784013.032,5609930.43,5386768.715,6729830.132,6587905.937,6887258.006,6289293.415,6122936.822,6709042.24,6582722.076,5720273.994,5678957.344,5775693.379,5041972.705,5867541.269,5395986.461,539176.3969,461005.7358,282306.8692,328840.115,628321.1081,411282.2042,NA,1_PC(18:0_18:0)+HCO2,470968.59,PC,[M+HCO2]-,Yes,PC(18:0_18:0),[M+HCO2]-
PC(18:0_18:1),100,832.6047857,17.41951667,330435087.2,297404820.3,315875180.9,314789335.3,287519812.6,299967973,324397214.7,302053150,321604514.2,298660487.4,293830975.3,318302349.2,313434243.3,327873021.5,317276984.9,304380981.2,326314144,318409838.8,304118011.8,298994570.5,308466406,273363299.6,306908496.7,282626319.7,83268015,85989290.55,85952785.51,87182943.78,95451424.05,78335684.22,NA,1_PC(18:0_18:1)+HCO2 | 1_PC(16:0_20:1)+HCO2,4849553.36 | 1126290.1,PC,[M+HCO2]-,Yes,PC(18:0_18:1),[M+HCO2]-
PC(18:0_20:5),223,852.5731401,16.13938333,12883673.8,10147144.3,9793272.06,9492947.415,8121142.613,11600110,12830421.6,10869308.31,13369717.98,9849384.552,10683399.44,12181171.81,5492042.192,6036617.781,3165737.049,9017612.624,6933303.049,8423128.595,8350186.272,9524919.503,9673198.513,7153350.938,10231852.15,8294740.288,4582258.575,4599739.307,4507919.051,5239631.828,6655521.68,3323027.757,NA,1_PC(18:0_20:5)+HCO2,174649.21,PC,[M+HCO2]-,Yes,PC(18:0_20:5),[M+HCO2]-
PC(18:0_22:6),239,878.5876163,16.59368333,3077141.777,2314761.248,2247184.72,2629205.391,2394995.389,2496765.32,2741750.403,2388859.428,2961159.596,2301683.117,2514152.016,2920988.293,1672744.251,1538194.407,1505153.625,2236253.359,2260559.34,2295696.847,2468314.674,2051645.871,2471860.573,2172271.804,2273137.209,2145426.992,2803793.212,3136806.305,3300693.552,3113619.177,3664896.759,2936581.331,NA,1_PC(18:0_22:6)+HCO2,124095.66,PC,[M+HCO2]-,Yes,PC(18:0_22:6),[M+HCO2]-
PC(18:0_20:3),261,856.6044112,17.09565,14064587.12,10915898.79,11950405.66,12301022.19,10676512.45,11850469.86,13108752.48,11554396.17,12653941.3,10545853.91,10910678.43,13032862.04,10477122.87,11235174.98,9961275.807,10630729.46,12051186.65,12096592.47,10281102.44,9745118.97,10584208.19,9533174.645,10996952.62,10236187.16,9380830.489,9516385.11,8687204.724,9574997.867,10675246.93,8222744.176,NA,1_PC(18:0_20:3)+HCO2,407006.3,PC,[M+HCO2]-,Yes,PC(18:0_20:3),[M+HCO2]-
PC(18:1_20:4),116,852.57303,15.82103333,42310371.15,35337801.16,30890431.43,31076040.59,30127614.16,36707446.33,39312229.88,34485398.7,40782214.17,35511055.7,34790812.09,39991637.56,21146174.92,24931863,19207339.73,29683649.7,28328881.79,32810620.44,34818929.67,29883130.65,33957694.97,29762497.13,33402657.71,30950662.55,9578303.055,9516116.035,9844013.885,9774165.247,10780050.65,8789017.855,NA,1_PC(18:1_20:4)+HCO2 | 1_PC(16:0_22:5)+HCO2,227274.12 | 124169.56,PC,[M+HCO2]-,Yes,PC(18:1_20:4),[M+HCO2]-
PC(18:1_20:3),167,854.5886182,16.29816667,4305002.918,3074784.798,3373073.758,3424765.595,3857720.819,3513065.902,4234442.569,3438882.606,4172717.957,3732069.093,3473702.856,4574601.848,2745698.901,3152863.773,2397608.371,3247389.868,2806711.015,3421910.066,3661576.059,3376713.479,3733901.845,2973926.582,3412981.089,3578296.433,1413807.983,1483008.004,1175700.865,780299.8114,2020109.958,1037167.217,NA,1_PC(18:1_20:3)+HCO2,216851.68,PC,[M+HCO2]-,Yes,PC(18:1_20:3),[M+HCO2]-
PC(18:1_18:2),195,828.5734002,16.05991667,109231796.4,93058718.77,97715404.19,96249370.29,88094085.36,96466012.92,101663645.8,91467127.38,104543415.6,90913377.14,89893521.58,103712701.3,84868699.85,92976498.52,85773617.47,92052074.33,95054699.82,100389512.1,92697200.14,90771649.47,93568687.62,84699454.81,90881128.15,84886886.94,70212285.28,69509354.71,68016851.35,69469482.31,78381871.55,62545781.72,NA,1_PC(18:1_18:2)+HCO2 | 1_PC(16:0_20:3)+HCO2,1357301.86 | 1346907.96,PC,[M+HCO2]-,Yes,PC(18:1_18:2),[M+HCO2]-
PE(14:0_18:1),162,688.4897329,15.66278333,18557365.16,15383913.53,16392262.04,17519506.82,14938440.41,15613097.73,15450982.39,15073101.47,16807040.07,14543326.61,14091954.74,18743242.82,16425276,17809515.65,18641605.83,17122766.33,19289487.59,18237266.29,17604450.57,17693097.02,17661506.67,16083668.45,16250549.03,16438275.46,0,0,0,395076.7289,0,0,NA,1_PE(14:0_18:1)-H | 1_CL(16:0_16:0_16:0_18:1)-2H | 1_DMPE(14:0_16:1)-H | 1_PE(16:0_16:1)-H,264556.72 | 215242.04 | 155807.97 | 106493.29,PE,[M-H]-,No,PE(14:0_18:1),[M-H]-
PE(15:0_18:1),171,702.5055422,16.2176,10300771.42,8131684.497,9610031.945,10150009.13,9074799.866,9858773.997,9428255.599,7996727.971,9646738.135,8842459.511,8954095.75,10238264.9,9169317.495,10240387.44,9699281.815,9809044.088,10047433.81,10443915.53,9404263.813,10028307.43,9928162.54,9284003.135,9261363.738,9365798.417,0,0,533036.8563,0,0,0,NA,1_PE(15:0_18:1)-H | 1_MMPE(15:0_17:1)-H | 1_PE(16:0_17:1)-H,213490.29 | 148911.09 | 123047.97,PE,[M-H]-,No,PE(15:0_18:1),[M-H]-
PE(16:0_16:0),80,690.5054539,16.51373333,26380343.15,21955579.67,24036305.12,25596756.5,22047032.44,23607436.89,24675223.86,22711010.43,25718359.22,22255345.95,23466414.97,25699069.94,25106196.01,26543308.38,25565023.91,24009706.07,26894827.38,24794580.52,23674559.01,23512980.11,23896621.98,21797192.4,23188590.93,23038527.51,3620245.686,3281115.814,3314236.649,3386841.918,3691069.718,3184375.245,NA,1_PE(16:0_16:0)-H,335316.39,PE,[M-H]-,Yes,PE(16:0_16:0),[M-H]-
PE(16:0_22:6),164,762.5052058,15.86055,9100709.904,6319616.4,4815395.982,4848515.139,5590141.892,6499758.386,5981897.422,5918916.81,6760963.657,5643640.938,5058400.141,7568077.758,2154587.871,3072969.824,2168413.5,5487330.998,4774688.768,5998422.505,4782333.661,4029305.786,5444941.386,4256601.589,4890402.563,5756545.29,20416248.06,22196756.14,19430384.77,21939090.37,20888143.82,19542959.69,NA,1_PE(16:0_22:6)-H,117062.22,PE,[M-H]-,Yes,PE(16:0_22:6),[M-H]-
PE(16:0_20:3),259,740.5212859,16.41638333,104620047.7,78828727.14,85873230.57,88651738.55,81554496.43,89682297.26,85099096.46,80832473.41,87264561.14,79413278.05,77344220.35,92529922.01,69379537.34,84734775.76,74099223.86,85442121.81,92217930.15,88755537.61,84020543.28,77438038.76,81309257.16,76197021.99,83025586.53,81459151.93,67555083.46,70348816.41,62449511.07,70280217.2,71431620.33,63339953.63,NA,1_PE(16:0_20:3)-H | 1_PE(18:1_18:2)-H,494758.03 | 451162.43,PE,[M-H]-,Yes,PE(16:0_20:3),[M-H]-
PE(16:0_18:0),280,718.536984,17.49861667,9880744.736,8194514.627,9188677.431,9666589.28,8396696.535,8619672.312,8124185.929,7629265.622,8228887.514,7349642.007,7461661.611,8584688.989,9216932.137,9513968.092,9037981.653,9337469.432,9711485.823,9401272.945,7670727.414,7859044.168,7790666.687,7159125.533,7549279.207,8011963.46,0,214745.4179,295811.1768,268692.1186,356563.2709,93504.02105,NA,1_PE(16:0_18:0)-H | 1_DMPE(16:0_16:0)-H,449439.26 | 251467.4,PE,[M-H]-,No,PE(16:0_18:0),[M-H]-
PE(17:0_18:2),247,728.5213203,16.5736,8077865.197,5895689.629,6179220.818,6521581.042,5530944.848,5675005.088,5713183.439,4575607.265,6296267.842,5382864.315,5236650.122,7056636.483,5797228.449,6372453.478,5977761.903,6326840.58,6602501.921,7603173.57,6856297.576,6712930.014,5566576.692,5652390.262,5666599.591,6547427.755,41293.96457,0,77511.73966,108715.8537,0,32992.37882,NA,1_PE(17:0_18:2)-H,71991.09,PE,[M-H]-,Yes,PE(17:0_18:2),[M-H]-
PE(18:0_20:5),112,764.5210519,16.47458333,43975357.5,31951798.51,33366211.88,33755477.08,31668943.51,36790575.69,30783355.89,30140717.85,31061513.35,29364323.59,28419786.07,35554550.81,20120611.58,28996453.11,21502579.82,30613435.39,32897266.91,31598869.3,31081112.01,27412871.23,29480552.94,28076245.06,32171908.3,30918726.53,8520749.477,9094295.032,7226518.834,8585018.098,8487397.116,8113850.749,NA,1_PE(18:0_20:5)-H,747773.48,PE,[M-H]-,Yes,PE(18:0_20:5),[M-H]-
PE(18:0_18:2),114,742.5369633,16.95345,182591392.5,144323835.1,162682176.4,171901523,151389961.9,162198505.3,142655177.1,136737446.6,145171426.9,134374301.1,134423934.2,161240581.9,139984614.2,164460974.3,151653144,161141798.5,173287656.8,168485191.4,143123092.8,137719193.5,143443114.5,135062304.3,139446265.9,142514175.8,79014848.7,80905492.71,76181155.46,83622883.56,83225504.41,75728705.45,NA,1_PE(18:0_18:2)-H | 1_PE(18:1_18:1)-H,2504624.68 | 1514859.41,PE,[M-H]-,Yes,PE(18:0_18:2),[M-H]-
PE(18:0_20:3),141,768.5523543,17.40003333,17984273.07,15152728.39,15258425.89,16962479.72,15025459.53,16837701.73,6238782.994,9895857.2,10963409.74,10585552.84,10956042.33,14389337.49,12409727.76,16222802.52,12297495.24,16152700.75,16703708.32,16377669.21,11504910.95,12373402.67,13088101.94,13076454.77,9733646.588,13597013.7,3843432.089,3033884.272,3789360.985,4350198.38,4554683.462,4446914.015,NA,1_PE(18:0_20:3)-H,433497.65,PE,[M-H]-,Yes,PE(18:0_20:3),[M-H]-
PE(18:0_22:4),160,794.5682837,17.70403333,4087292.681,3047895.639,3137369.81,3696575.997,3471973.366,3568797.618,3094208.18,1820513.435,2481173.283,2626824.958,2631514.523,3392667.142,1947666.395,2682700.102,2447693.471,3258521.089,3323991.027,3383566.974,3100503.764,2915896.576,3011609.937,2847800.901,2852865.952,3173196.38,6819920.253,7492231.049,7069619.165,7918661.537,7759663.269,6919391.176,NA,1_PE(18:0_22:4)-H,257986.51,PE,[M-H]-,Yes,PE(18:0_22:4),[M-H]-
PE(18:0_22:5),176,792.5523432,17.15636667,37458938.05,28904533.1,29640989.61,31053073.42,29104919.8,33461157.99,26084708.83,25332386.21,26152581.04,24210124.86,24093968.55,32937172.67,19196442.38,25964827.49,20802364.48,28241656.33,29649042.72,30448198.44,27608443.82,24397110.52,26629681.46,25659812.53,27719880.2,29295645.11,14988907.69,14856021.89,13887734.25,16337139.53,15682766.85,13145653.01,NA,1_PE(18:0_22:5)-H,383143.3,PE,[M-H]-,Yes,PE(18:0_22:5),[M-H]-
PE(18:1_20:4),136,764.5210813,16.15881667,47916666.53,38903265.91,37590882.79,41427770.36,37625363.77,44286564.72,43415564.83,42010742.41,45362470.99,41983325.84,41615065.44,49630441.04,24933185.29,32108714.66,25906011.82,37103030.05,35755948.79,40401205.61,42709535.6,36790960.06,42175848.7,39631881.07,41521321.65,41563989.83,91333669.18,94205165.25,84516878.44,94005676.28,96150193.92,86025661.78,NA,1_PE(18:1_20:4)-H | 1_PE(16:0_22:5)-H,443963.74 | 201888.4,PE,[M-H]-,Yes,PE(18:1_20:4),[M-H]-
PE(18:1_20:5),236,762.5054241,15.58331667,6507840.776,4844198.634,3948206.395,3977307.607,3909715.156,5386123.194,5336967.51,5385255.649,5161679.704,4647772.236,5072112.457,6441232.391,1303511.371,2559207.91,1345376.557,3978729.209,3342429.083,4316579.403,5297555.077,3858918.873,4962200.387,4955215.927,4740986.827,5332441.202,7081008.308,8178967.638,7212664.439,8493939.288,8509193.673,7137932.994,NA,1_PE(18:1_20:5)-H,143683.29,PE,[M-H]-,Yes,PE(18:1_20:5),[M-H]-
PG(16:0_18:1),221,747.5157934,15.48313333,70704410.8,58543376.89,52284631.52,63024722.56,56913436.86,59282396.11,64087526.62,59255385.62,65201786.74,54518713.45,56994801.1,65343653.66,63205419.87,66976091.84,62314987.51,58068251.95,67035419.56,65207244.98,60574872.27,60258306.25,61730607.67,55477344.87,60295086.53,56163711.46,186157.2352,172870.7195,0,0,0,235807.5235,NA,1_PG(16:0_18:1)-H,415960.16,PG,[M-H]-,Yes,PG(16:0_18:1),[M-H]-
PG(18:0_18:1),147,775.5468475,16.53341667,37027608.99,33262828.8,28696953.32,37590232.25,32513942.03,33410454.51,34909969.3,31937550.22,37136830.9,30808535,33721902.38,35155236.71,36942478.72,34902183.42,34154213.85,32819357.46,34600388.75,33120722.69,33733041.66,34358222.88,34123060.47,32393171.14,31530893.33,33454516.18,0,0,84301.1521,0,0,0,NA,1_PG(18:0_18:1)-H,487014.46,PG,[M-H]-,Yes,PG(18:0_18:1),[M-H]-
PI(16:0_18:1),2,835.5317504,15.08261667,20363658.56,17146252.67,9986656.627,17615803.74,15296369.07,15078919.61,17427630.85,16294146.71,15987641.34,12814983.72,12955996.68,15079030.37,16977992.61,19459904.77,17217550.99,18095944.3,21426810.56,20618406.04,18968692.81,15432793.19,15582850.5,14199524.62,13648292.04,14875868.19,0,0,0,0,0,0,NA,1_PI(16:0_18:1)-H,332051.09,PI,[M-H]-,Yes,PI(16:0_18:1),[M-H]-
PI(18:0_18:2),202,861.5472038,15.46331667,41818524.97,33591680.31,20625799.12,35680233.93,32081800.17,31448093.49,35766192.38,33583160.84,32786759.03,25571412.47,27723475.7,31813942.18,34224746.11,38462208.01,33346839.06,35306802.43,43210960.78,40433475.64,37316115.45,31242468.06,31613887.12,27473235.26,27630674.54,28730907.34,0,212600.5588,0,268353.4683,0,0,NA,1_PI(18:0_18:2)-H | 1_PI(18:1_18:1)-H,1154900.04 | 959409.75,PI,[M-H]-,Yes,PI(18:0_18:2),[M-H]-
